NAME,median_income,per_capita_income,gini_index,pop_below_poverty,total_population,avg_household_size,no_vehicle_households,total_households,total_workers,transit_commuters,bike_commuters,walk_commuters,wfh_commuters,mean_travel_time,state,county,tract,pct_no_vehicle,pct_transit,pct_bike,pct_walk,pct_wfh,pct_poverty,GEOID
Census Tract 1190.03; Los Angeles County; California,106625,26929.0,0.3504,280,3895,4.6,17,844,1851,104,0,0,180,1671,06,037,119003,2.0,5.6,0.0,0.0,9.7,7.2,06037119003
Census Tract 1190.04; Los Angeles County; California,74375,21725.0,0.4256,157,2768,3.87,103,715,1179,0,0,43,45,1134,06,037,119004,14.4,0.0,0.0,3.6,3.8,5.7,06037119004
Census Tract 1192.01; Los Angeles County; California,101667,25541.0,0.3944,664,4412,5.03,62,874,1936,46,0,12,118,1818,06,037,119201,7.1,2.4,0.0,0.6,6.1,15.0,06037119201
Census Tract 1192.02; Los Angeles County; California,72807,23117.0,0.3311,962,4766,4.18,5,1134,2117,34,0,93,51,2066,06,037,119202,0.4,1.6,0.0,4.4,2.4,20.2,06037119202
Census Tract 1193.10; Los Angeles County; California,75588,30571.0,0.4436,453,3931,3.06,117,1232,2192,143,0,3,290,1902,06,037,119310,9.5,6.5,0.0,0.1,13.2,11.5,06037119310
Census Tract 1193.20; Los Angeles County; California,86308,27527.0,0.4035,336,4475,3.49,99,1283,2282,144,0,17,207,2075,06,037,119320,7.7,6.3,0.0,0.7,9.1,7.5,06037119320
Census Tract 1193.40; Los Angeles County; California,47021,14268.0,0.3781,1272,3905,3.86,120,1012,1769,269,20,59,82,1687,06,037,119340,11.9,15.2,1.1,3.3,4.6,32.6,06037119340
Census Tract 1193.41; Los Angeles County; California,51159,23853.0,0.44,428,2750,3.21,127,857,1444,91,0,14,83,1361,06,037,119341,14.8,6.3,0.0,1.0,5.7,15.6,06037119341
Census Tract 1193.42; Los Angeles County; California,76078,25107.0,0.388,398,2850,3.63,42,786,1496,107,17,11,59,1437,06,037,119342,5.3,7.2,1.1,0.7,3.9,14.0,06037119342
Census Tract 1194; Los Angeles County; California,93053,25627.0,0.3861,529,5061,4.41,16,1139,2352,99,0,28,110,2242,06,037,119400,1.4,4.2,0.0,1.2,4.7,10.5,06037119400
Census Tract 1197; Los Angeles County; California,92011,39874.0,0.4403,181,4269,3.4,20,1247,2323,0,56,14,354,1969,06,037,119700,1.6,0.0,2.4,0.6,15.2,4.2,06037119700
Census Tract 1198.01; Los Angeles County; California,94750,29134.0,0.3607,146,2556,4.04,11,631,1222,19,0,0,85,1137,06,037,119801,1.7,1.6,0.0,0.0,7.0,5.7,06037119801
Census Tract 1198.02; Los Angeles County; California,91964,24194.0,0.3406,402,3238,4.07,34,791,1454,41,0,17,148,1306,06,037,119802,4.3,2.8,0.0,1.2,10.2,12.4,06037119802
Census Tract 1199; Los Angeles County; California,87986,29238.0,0.3674,135,4521,3.63,27,1233,2173,103,5,2,271,1902,06,037,119900,2.2,4.7,0.2,0.1,12.5,3.0,06037119900
Census Tract 1200.10; Los Angeles County; California,60972,24298.0,0.3747,216,2700,3.54,36,763,1348,88,24,0,89,1259,06,037,120010,4.7,6.5,1.8,0.0,6.6,8.0,06037120010
Census Tract 1200.20; Los Angeles County; California,43253,19507.0,0.4611,834,4359,3.46,86,1259,2265,188,0,87,88,2177,06,037,120020,6.8,8.3,0.0,3.8,3.9,19.1,06037120020
Census Tract 1200.30; Los Angeles County; California,42188,13925.0,0.3672,900,2614,3.69,100,709,1117,160,8,21,46,1071,06,037,120030,14.1,14.3,0.7,1.9,4.1,34.4,06037120030
Census Tract 1201.03; Los Angeles County; California,35357,12929.0,0.4359,1551,3030,3.62,225,838,1211,258,0,17,74,1137,06,037,120103,26.8,21.3,0.0,1.4,6.1,51.2,06037120103
Census Tract 1201.04; Los Angeles County; California,46958,22401.0,0.4736,592,2375,2.96,158,803,1041,70,0,16,111,930,06,037,120104,19.7,6.7,0.0,1.5,10.7,24.9,06037120104
Census Tract 1201.05; Los Angeles County; California,45237,22166.0,0.4908,621,2691,3.15,169,853,1275,87,5,16,141,1134,06,037,120105,19.8,6.8,0.4,1.3,11.1,23.1,06037120105
Census Tract 1201.06; Los Angeles County; California,38866,18704.0,0.4921,1159,4443,3.3,124,1312,1968,296,57,88,3,1965,06,037,120106,9.5,15.0,2.9,4.5,0.2,26.1,06037120106
Census Tract 1201.07; Los Angeles County; California,40129,13581.0,0.3684,1277,4044,3.6,116,1124,1669,67,0,68,121,1548,06,037,120107,10.3,4.0,0.0,4.1,7.2,31.6,06037120107
Census Tract 1201.08; Los Angeles County; California,55063,23249.0,0.4822,960,4511,3.16,98,1424,2351,197,0,43,205,2146,06,037,120108,6.9,8.4,0.0,1.8,8.7,21.3,06037120108
Census Tract 1203; Los Angeles County; California,66615,24862.0,0.4335,879,5299,3.56,95,1488,2381,162,0,17,125,2256,06,037,120300,6.4,6.8,0.0,0.7,5.2,16.6,06037120300
Census Tract 1204; Los Angeles County; California,68491,27519.0,0.422,645,6170,2.89,242,2086,2656,105,41,0,162,2494,06,037,120400,11.6,4.0,1.5,0.0,6.1,10.5,06037120400
Census Tract 1210.10; Los Angeles County; California,82685,28314.0,0.4602,358,5277,4.36,75,1206,2726,124,0,17,198,2528,06,037,121010,6.2,4.5,0.0,0.6,7.3,6.8,06037121010
Census Tract 1210.20; Los Angeles County; California,70382,26732.0,0.4081,553,3661,3.39,107,1075,1701,24,0,10,217,1484,06,037,121020,10.0,1.4,0.0,0.6,12.8,15.1,06037121020
Census Tract 1211.01; Los Angeles County; California,66442,28208.0,0.4281,357,3191,3.23,56,989,1626,103,12,19,141,1485,06,037,121101,5.7,6.3,0.7,1.2,8.7,11.2,06037121101
Census Tract 1211.02; Los Angeles County; California,72632,32071.0,0.4568,150,2271,2.92,41,772,1043,4,0,23,111,932,06,037,121102,5.3,0.4,0.0,2.2,10.6,6.6,06037121102
Census Tract 1212.10; Los Angeles County; California,71932,24780.0,0.4194,262,2922,3.63,79,764,998,36,0,21,51,947,06,037,121210,10.3,3.6,0.0,2.1,5.1,9.0,06037121210
Census Tract 1212.21; Los Angeles County; California,78897,27860.0,0.4296,226,2237,4.33,14,517,1123,8,0,15,54,1069,06,037,121221,2.7,0.7,0.0,1.3,4.8,10.1,06037121221
Census Tract 1212.22; Los Angeles County; California,71845,24199.0,0.4432,769,4872,3.89,109,1243,2450,146,0,37,115,2335,06,037,121222,8.8,6.0,0.0,1.5,4.7,15.8,06037121222
Census Tract 1216; Los Angeles County; California,100139,36485.0,0.4037,351,2635,3.33,68,779,1224,39,0,0,121,1103,06,037,121600,8.7,3.2,0.0,0.0,9.9,13.3,06037121600
Census Tract 1218.01; Los Angeles County; California,45842,19995.0,0.4118,508,3916,3.38,123,1157,1825,95,36,30,186,1639,06,037,121801,10.6,5.2,2.0,1.6,10.2,13.0,06037121801
Census Tract 1218.02; Los Angeles County; California,83450,22522.0,0.4317,635,3026,3.83,87,695,1223,81,7,5,58,1165,06,037,121802,12.5,6.6,0.6,0.4,4.7,21.0,06037121802
Census Tract 1219; Los Angeles County; California,67250,25170.0,0.4417,491,3314,3.18,0,1036,1588,42,0,10,123,1465,06,037,121900,0.0,2.6,0.0,0.6,7.7,14.8,06037121900
Census Tract 1220; Los Angeles County; California,93454,44501.0,0.5273,402,5034,3.15,107,1577,2369,45,27,31,156,2213,06,037,122000,6.8,1.9,1.1,1.3,6.6,8.0,06037122000
Census Tract 1221.20; Los Angeles County; California,59770,23288.0,0.4156,605,4692,3.94,85,1185,2065,91,24,23,163,1902,06,037,122120,7.2,4.4,1.2,1.1,7.9,12.9,06037122120
Census Tract 1221.21; Los Angeles County; California,61875,20547.0,0.416,625,2853,3.61,45,788,1283,57,19,32,56,1227,06,037,122121,5.7,4.4,1.5,2.5,4.4,21.9,06037122121
Census Tract 1221.22; Los Angeles County; California,46149,15577.0,0.4193,728,2507,3.79,80,655,992,93,22,60,10,982,06,037,122122,12.2,9.4,2.2,6.0,1.0,29.0,06037122122
Census Tract 1222; Los Angeles County; California,65255,21365.0,0.3917,353,3884,4.43,28,876,1819,8,0,61,132,1687,06,037,122200,3.2,0.4,0.0,3.4,7.3,9.1,06037122200
Census Tract 1224.10; Los Angeles County; California,55345,27695.0,0.4998,677,3949,3.15,87,1206,1997,79,29,44,166,1831,06,037,122410,7.2,4.0,1.5,2.2,8.3,17.1,06037122410
Census Tract 1224.20; Los Angeles County; California,74966,24541.0,0.4594,937,5113,3.88,82,1313,2501,164,17,0,244,2257,06,037,122420,6.2,6.6,0.7,0.0,9.8,18.3,06037122420
Census Tract 1230.10; Los Angeles County; California,48549,19038.0,0.4517,873,3948,3.96,61,997,1617,90,0,57,78,1539,06,037,123010,6.1,5.6,0.0,3.5,4.8,22.1,06037123010
Census Tract 1230.20; Los Angeles County; California,81250,26799.0,0.4235,167,2634,3.85,59,684,1492,31,0,6,108,1384,06,037,123020,8.6,2.1,0.0,0.4,7.2,6.3,06037123020
Census Tract 1231.03; Los Angeles County; California,80857,37944.0,0.3825,574,3917,2.45,80,1596,2334,71,0,22,370,1964,06,037,123103,5.0,3.0,0.0,0.9,15.9,14.7,06037123103
Census Tract 1231.04; Los Angeles County; California,69276,30865.0,0.4248,825,4393,2.6,190,1612,2286,151,0,43,289,1997,06,037,123104,11.8,6.6,0.0,1.9,12.6,18.8,06037123104
Census Tract 1232.03; Los Angeles County; California,40938,19818.0,0.4351,716,2982,2.99,32,997,1419,82,0,57,53,1366,06,037,123203,3.2,5.8,0.0,4.0,3.7,24.0,06037123203
Census Tract 1232.04; Los Angeles County; California,64550,21525.0,0.3828,843,3399,3.27,47,1041,1514,163,9,47,95,1419,06,037,123204,4.5,10.8,0.6,3.1,6.3,24.8,06037123204
Census Tract 1232.05; Los Angeles County; California,53281,21966.0,0.4963,1007,2959,3.82,25,774,1301,190,8,5,99,1202,06,037,123205,3.2,14.6,0.6,0.4,7.6,34.0,06037123205
Census Tract 1232.06; Los Angeles County; California,41750,20086.0,0.4261,640,2371,3.0,101,791,1027,91,0,36,135,892,06,037,123206,12.8,8.9,0.0,3.5,13.1,27.0,06037123206
Census Tract 1233.01; Los Angeles County; California,72668,35448.0,0.4159,384,4068,2.46,117,1651,2388,105,17,45,323,2065,06,037,123301,7.1,4.4,0.7,1.9,13.5,9.4,06037123301
Census Tract 1233.03; Los Angeles County; California,69958,25638.0,0.4266,549,3029,3.45,48,879,1496,172,0,53,112,1384,06,037,123303,5.5,11.5,0.0,3.5,7.5,18.1,06037123303
Census Tract 1233.04; Los Angeles County; California,44009,26645.0,0.5099,1094,4499,2.54,391,1767,1739,187,0,36,169,1570,06,037,123304,22.1,10.8,0.0,2.1,9.7,24.3,06037123304
Census Tract 1234.10; Los Angeles County; California,51828,28446.0,0.5527,795,3503,2.8,153,1216,1758,129,7,15,158,1600,06,037,123410,12.6,7.3,0.4,0.9,9.0,22.7,06037123410
Census Tract 1234.20; Los Angeles County; California,54572,30492.0,0.468,1091,4401,2.81,247,1558,2337,183,0,47,142,2195,06,037,123420,15.9,7.8,0.0,2.0,6.1,24.8,06037123420
Census Tract 1235.10; Los Angeles County; California,47805,25074.0,0.5248,1168,4911,2.98,281,1602,2180,146,0,22,293,1887,06,037,123510,17.5,6.7,0.0,1.0,13.4,23.8,06037123510
Census Tract 1235.20; Los Angeles County; California,57446,28280.0,0.4991,637,2619,3.43,10,763,1147,49,0,41,109,1038,06,037,123520,1.3,4.3,0.0,3.6,9.5,24.3,06037123520
Census Tract 1236.01; Los Angeles County; California,66642,35404.0,0.4578,786,5145,2.6,201,1915,2557,155,0,0,519,2038,06,037,123601,10.5,6.1,0.0,0.0,20.3,15.3,06037123601
Census Tract 1236.02; Los Angeles County; California,58705,35803.0,0.5401,852,3190,2.67,177,1195,1264,107,7,21,324,940,06,037,123602,14.8,8.5,0.6,1.7,25.6,26.7,06037123602
Census Tract 1237; Los Angeles County; California,90767,43437.0,0.4376,676,4214,2.47,260,1698,2400,77,26,0,654,1746,06,037,123700,15.3,3.2,1.1,0.0,27.3,16.0,06037123700
Census Tract 1238; Los Angeles County; California,90933,53258.0,0.5166,600,5696,2.51,249,2255,2790,101,0,50,429,2361,06,037,123800,11.0,3.6,0.0,1.8,15.4,10.5,06037123800
Census Tract 1239.01; Los Angeles County; California,41154,29045.0,0.5371,1079,3986,2.84,51,1394,1936,131,14,27,186,1750,06,037,123901,3.7,6.8,0.7,1.4,9.6,27.1,06037123901
Census Tract 1239.02; Los Angeles County; California,88438,45392.0,0.4669,636,2668,2.4,37,1112,1284,34,7,0,180,1104,06,037,123902,3.3,2.6,0.5,0.0,14.0,23.8,06037123902
Census Tract 1240; Los Angeles County; California,78493,58332.0,0.5488,631,4432,2.04,199,2174,2317,36,0,0,582,1735,06,037,124000,9.2,1.6,0.0,0.0,25.1,14.2,06037124000
Census Tract 1241.02; Los Angeles County; California,67131,39907.0,0.4924,891,3650,2.5,90,1457,2003,167,0,28,401,1602,06,037,124102,6.2,8.3,0.0,1.4,20.0,24.4,06037124102
Census Tract 1241.03; Los Angeles County; California,57793,22314.0,0.4171,245,1811,3.19,61,567,919,114,4,0,79,840,06,037,124103,10.8,12.4,0.4,0.0,8.6,13.5,06037124103
Census Tract 1241.04; Los Angeles County; California,50724,27795.0,0.4817,582,2764,2.62,121,1053,1377,70,20,0,174,1203,06,037,124104,11.5,5.1,1.5,0.0,12.6,21.1,06037124104
Census Tract 1241.05; Los Angeles County; California,62845,30991.0,0.3909,195,2250,2.68,90,840,1279,156,13,5,144,1135,06,037,124105,10.7,12.2,1.0,0.4,11.3,8.7,06037124105
Census Tract 1242.01; Los Angeles County; California,77379,27916.0,0.3955,388,3837,3.61,57,1061,2049,104,0,0,184,1865,06,037,124201,5.4,5.1,0.0,0.0,9.0,10.1,06037124201
Census Tract 1242.03; Los Angeles County; California,63851,36599.0,0.4327,218,2003,2.59,81,772,1009,58,0,16,188,821,06,037,124203,10.5,5.7,0.0,1.6,18.6,10.9,06037124203
Census Tract 1242.04; Los Angeles County; California,50921,27431.0,0.4362,623,2302,2.31,46,934,1080,119,0,14,169,911,06,037,124204,4.9,11.0,0.0,1.3,15.6,27.1,06037124204
Census Tract 1243; Los Angeles County; California,62426,37527.0,0.411,212,2964,2.41,100,1196,1463,133,31,26,241,1222,06,037,124300,8.4,9.1,2.1,1.8,16.5,7.2,06037124300
Census Tract 1244; Los Angeles County; California,84957,46806.0,0.4518,399,4582,2.71,147,1660,2506,76,0,81,504,2002,06,037,124400,8.9,3.0,0.0,3.2,20.1,8.7,06037124400
Census Tract 1245; Los Angeles County; California,75625,58439.0,0.5375,413,2695,2.22,86,1216,1566,91,0,0,194,1372,06,037,124500,7.1,5.8,0.0,0.0,12.4,15.3,06037124500
Census Tract 1246; Los Angeles County; California,91452,57179.0,0.4403,187,2608,2.08,70,1252,1382,0,22,6,236,1146,06,037,124600,5.6,0.0,1.6,0.4,17.1,7.2,06037124600
Census Tract 1247; Los Angeles County; California,101863,63405.0,0.4644,443,5409,2.15,144,2452,2748,35,0,2,765,1983,06,037,124700,5.9,1.3,0.0,0.1,27.8,8.2,06037124700
Census Tract 1249.02; Los Angeles County; California,58178,34124.0,0.4634,437,3301,2.13,233,1537,1753,127,0,61,277,1476,06,037,124902,15.2,7.2,0.0,3.5,15.8,13.2,06037124902
Census Tract 1249.03; Los Angeles County; California,75907,39970.0,0.436,827,3744,2.21,184,1601,1962,82,0,46,425,1537,06,037,124903,11.5,4.2,0.0,2.3,21.7,22.1,06037124903
Census Tract 1251.01; Los Angeles County; California,81758,48473.0,0.3405,482,3978,1.88,126,2113,2501,150,0,17,383,2118,06,037,125101,6.0,6.0,0.0,0.7,15.3,12.1,06037125101
Census Tract 1251.02; Los Angeles County; California,158596,81041.0,0.4014,170,1948,2.31,0,834,1111,6,0,44,228,883,06,037,125102,0.0,0.5,0.0,4.0,20.5,8.7,06037125102
Census Tract 1252; Los Angeles County; California,88274,59620.0,0.46,417,3889,2.05,124,1874,2166,149,32,22,512,1654,06,037,125200,6.6,6.9,1.5,1.0,23.6,10.7,06037125200
Census Tract 1253.10; Los Angeles County; California,58162,51303.0,0.5304,659,3598,1.8,109,1962,1973,47,14,10,436,1537,06,037,125310,5.6,2.4,0.7,0.5,22.1,18.3,06037125310
Census Tract 1253.21; Los Angeles County; California,53778,36258.0,0.4185,504,2761,1.96,78,1409,1619,122,11,0,351,1268,06,037,125321,5.5,7.5,0.7,0.0,21.7,18.3,06037125321
Census Tract 1253.22; Los Angeles County; California,34432,40951.0,0.5176,613,1981,1.4,478,1417,1239,108,0,36,292,947,06,037,125322,33.7,8.7,0.0,2.9,23.6,30.9,06037125322
Census Tract 1254.02; Los Angeles County; California,86170,50888.0,0.411,379,4403,2.13,113,2068,2666,95,0,16,456,2210,06,037,125402,5.5,3.6,0.0,0.6,17.1,8.6,06037125402
Census Tract 1254.03; Los Angeles County; California,80893,41716.0,0.3807,328,2571,1.82,124,1412,1748,158,0,0,384,1364,06,037,125403,8.8,9.0,0.0,0.0,22.0,12.8,06037125403
Census Tract 1254.04; Los Angeles County; California,77574,58788.0,0.3675,462,2886,1.78,87,1619,1847,112,0,45,751,1096,06,037,125404,5.4,6.1,0.0,2.4,40.7,16.0,06037125404
Census Tract 1255.01; Los Angeles County; California,62109,47709.0,0.5253,527,2871,1.86,134,1541,1790,85,0,0,346,1444,06,037,125501,8.7,4.7,0.0,0.0,19.3,18.4,06037125501
Census Tract 1255.02; Los Angeles County; California,78139,87638.0,0.6258,660,3624,1.87,154,1942,2128,58,10,39,525,1603,06,037,125502,7.9,2.7,0.5,1.8,24.7,18.2,06037125502
Census Tract 1256; Los Angeles County; California,105432,84995.0,0.5583,239,2941,2.31,39,1273,1541,27,10,20,407,1134,06,037,125600,3.1,1.8,0.6,1.3,26.4,8.1,06037125600
Census Tract 1271.02; Los Angeles County; California,50739,23292.0,0.4688,1264,4956,3.19,62,1543,2520,146,0,65,273,2247,06,037,127102,4.0,5.8,0.0,2.6,10.8,25.5,06037127102
Census Tract 1271.03; Los Angeles County; California,58591,26429.0,0.3323,297,3360,2.61,75,1288,2091,346,0,22,120,1971,06,037,127103,5.8,16.5,0.0,1.1,5.7,8.8,06037127103
Census Tract 1271.04; Los Angeles County; California,63158,21595.0,0.3719,855,4385,3.14,62,1397,2167,73,0,31,155,2012,06,037,127104,4.4,3.4,0.0,1.4,7.2,19.5,06037127104
Census Tract 1272.10; Los Angeles County; California,63255,29861.0,0.465,616,5630,2.99,223,1883,2963,310,0,82,345,2618,06,037,127210,11.8,10.5,0.0,2.8,11.6,10.9,06037127210
Census Tract 1272.20; Los Angeles County; California,44846,29304.0,0.5382,1058,5219,3.07,267,1697,2340,171,0,55,287,2053,06,037,127220,15.7,7.3,0.0,2.4,12.3,20.3,06037127220
Census Tract 1273; Los Angeles County; California,71860,39932.0,0.4752,322,3942,2.77,87,1381,2029,175,9,8,426,1603,06,037,127300,6.3,8.6,0.4,0.4,21.0,8.2,06037127300
Census Tract 1274; Los Angeles County; California,66009,25853.0,0.4174,883,5855,3.05,298,1914,2945,274,25,55,275,2670,06,037,127400,15.6,9.3,0.8,1.9,9.3,15.1,06037127400
Census Tract 1275.20; Los Angeles County; California,48750,17040.0,0.3615,1304,4722,3.13,271,1497,2281,291,37,97,32,2249,06,037,127520,18.1,12.8,1.6,4.3,1.4,27.6,06037127520
Census Tract 1276.03; Los Angeles County; California,55739,24352.0,0.3948,627,2791,3.01,84,925,1422,111,17,22,110,1312,06,037,127603,9.1,7.8,1.2,1.5,7.7,22.5,06037127603
Census Tract 1276.04; Los Angeles County; California,48750,30259.0,0.4875,795,3141,2.18,163,1443,1570,109,0,0,203,1367,06,037,127604,11.3,6.9,0.0,0.0,12.9,25.3,06037127604
Census Tract 1276.05; Los Angeles County; California,58903,23872.0,0.4402,874,3734,3.19,191,1171,1733,123,32,2,101,1632,06,037,127605,16.3,7.1,1.8,0.1,5.8,23.4,06037127605
Census Tract 1276.06; Los Angeles County; California,64915,31694.0,0.4504,777,3110,2.86,59,1083,1553,6,12,11,155,1398,06,037,127606,5.4,0.4,0.8,0.7,10.0,25.0,06037127606
Census Tract 1277.11; Los Angeles County; California,93441,45778.0,0.4946,552,3207,2.83,0,1135,1661,84,32,19,338,1323,06,037,127711,0.0,5.1,1.9,1.1,20.3,17.2,06037127711
Census Tract 1277.12; Los Angeles County; California,60514,32941.0,0.4458,936,3859,2.51,190,1524,2043,161,0,140,227,1816,06,037,127712,12.5,7.9,0.0,6.9,11.1,24.3,06037127712
Census Tract 1278.03; Los Angeles County; California,64607,27378.0,0.4342,1086,5068,3.04,221,1622,2247,11,32,11,240,2007,06,037,127803,13.6,0.5,1.4,0.5,10.7,21.4,06037127803
Census Tract 1278.04; Los Angeles County; California,68599,31689.0,0.4263,505,4728,2.89,166,1632,2474,101,30,35,231,2243,06,037,127804,10.2,4.1,1.2,1.4,9.3,10.7,06037127804
Census Tract 1278.05; Los Angeles County; California,52900,25588.0,0.4405,665,3518,2.67,177,1206,1560,133,19,25,166,1394,06,037,127805,14.7,8.5,1.2,1.6,10.6,18.9,06037127805
Census Tract 1278.06; Los Angeles County; California,75817,33713.0,0.4156,532,3576,2.84,95,1261,1939,145,0,78,111,1828,06,037,127806,7.5,7.5,0.0,4.0,5.7,14.9,06037127806
Census Tract 1279.10; Los Angeles County; California,53783,25873.0,0.5036,1299,4908,3.18,243,1513,2200,282,0,63,313,1887,06,037,127910,16.1,12.8,0.0,2.9,14.2,26.5,06037127910
Census Tract 1279.20; Los Angeles County; California,69495,29455.0,0.3935,906,4622,3.09,105,1496,2381,292,45,0,170,2211,06,037,127920,7.0,12.3,1.9,0.0,7.1,19.6,06037127920
Census Tract 1281.01; Los Angeles County; California,80714,50075.0,0.5055,319,2890,2.69,68,1076,1601,108,0,31,234,1367,06,037,128101,6.3,6.7,0.0,1.9,14.6,11.0,06037128101
Census Tract 1281.02; Los Angeles County; California,58603,28130.0,0.4142,622,4750,2.94,160,1600,2610,196,19,87,160,2450,06,037,128102,10.0,7.5,0.7,3.3,6.1,13.1,06037128102
Census Tract 1282.10; Los Angeles County; California,57679,19587.0,0.3833,1544,5357,3.24,196,1628,2715,317,0,25,146,2569,06,037,128210,12.0,11.7,0.0,0.9,5.4,28.8,06037128210
Census Tract 1282.20; Los Angeles County; California,61389,34261.0,0.463,574,2832,2.34,127,1210,1488,122,10,0,154,1334,06,037,128220,10.5,8.2,0.7,0.0,10.3,20.3,06037128220
Census Tract 1283.02; Los Angeles County; California,63047,25346.0,0.4407,1416,4790,3.09,124,1463,2215,234,33,86,87,2128,06,037,128302,8.5,10.6,1.5,3.9,3.9,29.6,06037128302
Census Tract 1283.03; Los Angeles County; California,41328,18231.0,0.4378,1076,3487,3.06,171,1117,1662,199,0,87,86,1576,06,037,128303,15.3,12.0,0.0,5.2,5.2,30.9,06037128303
Census Tract 1284; Los Angeles County; California,101955,56427.0,0.4057,407,4241,2.32,35,1829,2706,200,0,48,746,1960,06,037,128400,1.9,7.4,0.0,1.8,27.6,9.6,06037128400
Census Tract 1285; Los Angeles County; California,118460,63044.0,0.3961,351,4104,1.94,214,2091,2457,83,0,75,740,1717,06,037,128500,10.2,3.4,0.0,3.1,30.1,8.6,06037128500
Census Tract 1286.01; Los Angeles County; California,64482,29773.0,0.4712,881,5020,2.89,108,1733,2696,260,24,62,286,2410,06,037,128601,6.2,9.6,0.9,2.3,10.6,17.5,06037128601
Census Tract 1286.02; Los Angeles County; California,88333,63502.0,0.4842,242,2863,2.22,61,1278,1571,83,0,0,418,1153,06,037,128602,4.8,5.3,0.0,0.0,26.6,8.5,06037128602
Census Tract 1287.03; Los Angeles County; California,86080,63811.0,0.4785,348,3252,1.92,88,1631,1594,81,0,11,193,1401,06,037,128703,5.4,5.1,0.0,0.7,12.1,10.7,06037128703
Census Tract 1287.04; Los Angeles County; California,128472,94104.0,0.5335,142,2335,2.44,54,958,1301,23,36,18,399,902,06,037,128704,5.6,1.8,2.8,1.4,30.7,6.1,06037128704
Census Tract 1288.01; Los Angeles County; California,85781,66448.0,0.5052,361,3740,1.9,18,1969,2270,61,0,71,723,1547,06,037,128801,0.9,2.7,0.0,3.1,31.9,9.7,06037128801
Census Tract 1288.02; Los Angeles County; California,107653,66085.0,0.4296,170,4186,2.13,207,1964,2302,137,0,18,553,1749,06,037,128802,10.5,6.0,0.0,0.8,24.0,4.1,06037128802
